0,5.879180151,,,,,,,,,
1,5.879180151,,,,,,,,,
2,5.879180151,,,,,,,,,
3,5.879180151,,,,,,,,,
4,5.879180151,,,,,,,,,
5,4.692556634,,,,,,,,,
6,4.692556634,,,,,,,,,
7,4.692556634,,,,,,,,,
8,4.692556634,,,,,,,,,
9,4.692556634,,,,,,,,,
10,5.501618123,,,,,,,,,
11,5.501618123,,,,,,,,,
12,5.501618123,,,,,,,,,
13,5.501618123,,,,,,,,,
14,5.501618123,,,,,,,,,
15,5.339805825,,,,,,,,,
16,5.339805825,,,,,,,,,
17,5.339805825,,,,,,,,,
18,5.339805825,,,,,,,,,
19,5.339805825,,,,,,,,,
20,8.79180151,,,,,,,,,
21,8.79180151,,,,,,,,,
22,8.79180151,,,,,,,,,
23,8.79180151,,,,,,,,,
24,8.79180151,,,,,,,,,
25,16.61272923,,,,,,,,,
26,16.61272923,,,,,,,,,
27,16.61272923,,,,,,,,,
28,16.61272923,,,,,,,,,
29,16.61272923,,,,,,,,,
30,18.93203883,,,,,,,,,
31,18.93203883,,,,,,,,,
32,18.93203883,,,,,,,,,
33,18.93203883,,,,,,,,,
34,18.93203883,,,,,,,,,
35,21.30528587,,,,,,,,,
36,21.30528587,,,,,,,,,
37,21.30528587,,,,,,,,,
38,21.30528587,,,,,,,,,
39,21.30528587,,,,,,,,,
40,17.04422869,,,,,,,,,
41,17.04422869,,,,,,,,,
42,17.04422869,,,,,,,,,
43,17.04422869,,,,,,,,,
44,17.04422869,,,,,,,,,
45,14.0776699,,,,,,,,,
46,14.0776699,,,,,,,,,
47,14.0776699,,,,,,,,,
48,14.0776699,,,,,,,,,
49,14.0776699,,,,,,,,,
50,10.03236246,,,,,,,,,
51,10.03236246,,,,,,,,,
52,10.03236246,,,,,,,,,
53,10.03236246,,,,,,,,,
54,10.03236246,,,,,,,,,
55,9.816612729,,,,,,,,,
56,9.816612729,,,,,,,,,
57,9.816612729,,,,,,,,,
58,9.816612729,,,,,,,,,
59,9.816612729,,,,,,,,,
60,13.32254585,,,,,,,,,
61,13.32254585,,,,,,,,,
62,13.32254585,,,,,,,,,
63,13.32254585,,,,,,,,,
64,13.32254585,,,,,,,,,
65,11.48867314,,,,,,,,,
66,11.48867314,,,,,,,,,
67,11.48867314,,,,,,,,,
68,11.48867314,,,,,,,,,
69,11.48867314,,,,,,,,,
70,9.870550162,,,,,,,,,
71,9.870550162,,,,,,,,,
72,9.870550162,,,,,,,,,
73,9.870550162,,,,,,,,,
74,9.870550162,,,,,,,,,
75,8.090614887,,,,,,,,,
76,8.090614887,,,,,,,,,
77,8.090614887,,,,,,,,,
78,8.090614887,,,,,,,,,
79,8.090614887,,,,,,,,,
80,8.090614887,,,,,,,,,
81,8.090614887,,,,,,,,,
82,8.090614887,,,,,,,,,
83,8.090614887,,,,,,,,,
84,8.090614887,,,,,,,,,
85,5.393743258,,,,,,,,,
86,5.393743258,,,,,,,,,
87,5.393743258,,,,,,,,,
88,5.393743258,,,,,,,,,
89,3.77562028,,,,,,,,,
90,3.236245955,,,,,,,,,
91,2.696871629,,,,,,,,,
92,2.696871629,,,,,,,,,
93,2.696871629,,,,,,,,,
94,2.696871629,,,,,,,,,
95,2.696871629,,,,,,,,,
96,2.696871629,,,,,,,,,
97,2.696871629,,,,,,,,,
98,1.348435814,,,,,,,,,
99,1.348435814,,,,,,,,,
100,1.348435814,,,,,,,,,
101,1.348435814,,,,,,,,,
102,1.348435814,,,,,,,,,
103,0.539374326,,,,,,,,,
104,0.539374326,,,,,,,,,
105,0.269687163,,,,,,,,,